Name,Description,ShortCode,Type,SubType,PrimarySubTypeField,CSV,NormalModelTable,StructureOrdinalsMatter,SubVersion,GeometryType,LDSUniqueIDGroup,TemplateOf,IsSingleRecordTable,ScenarioMode,AssetNetworkTableClass
Theme,Theme,THM,M,,,0,T,F,0,,,,F,0,
Time Varying Data,Time varying data,TVD,M,,,0,T,F,0,,,,F,0,
Trade Waste,Trade waste,TW,M,,,0,T,F,0,,,,F,0,
TSDB,Scalar time series data,TSDB,M,,,0,T,F,1906,,,,F,0,
TSDB Spatial,Spatial time series data,TSDBS,M,,,0,T,F,1906,,,,F,0,
UPM River Data,UPM River Data,UPMRD,M,,,0,T,F,2607,,,,F,0,
UPM Threshold,UPM Threshold,UPTHR,M,,,0,T,F,2607,,,,F,0,
Users,Users,,M,,,0,F,F,0,,,,F,0,
wams_scenario,Scenario,,V,wams,,0,F,F,0,,,,F,2,
Waste Water,Waste water,WW,M,,,0,T,F,0,,,,F,0,
Web Workspace,Web workspace,WEBWSP,M,,,0,T,F,3129,,,,F,0,
Workspace,Workspace,WKSP,M,,,0,T,F,0,,,,F,0,
